Time,Corrente,Tensão
t/ms,,U/V
"0,0",-0.01,"0,18"
"500,0",-0.01,"0,84"
"1000,0",-0.01,"1,95"
"1500,0",-0.01,"3,06"
"2000,0",-0.015,"4,1"
"2500,0",-0.005,"5,12"
"3000,0",-0.01,"6,08"
"3500,0",-0.005,"7,07"
"4000,0",-0.005,"8,0"
"4500,0",0.0,"8,9"
"5000,0",0.0,"9,8"
"5500,0",0.005,"10,64"
"6000,0",0.005,"11,5"
"6500,0",0.01,"12,31"
"7000,0",0.01,"13,09"
"7500,0",0.005,"13,87"
"8000,0",0.005,"14,62"
"8500,0",0.01,"15,37"
"9000,0",0.015,"16,09"
"9500,0",0.025,"16,78"
"10000,0",0.03,"17,44"
"10500,0",0.025,"18,13"
"11000,0",0.02,"18,75"
"11500,0",0.015,"19,38"
"12000,0",0.015,"19,98"
"12500,0",0.02,"20,61"
"13000,0",0.034999999999999996,"21,18"
"13500,0",0.044,"21,75"
"14000,0",0.054000000000000006,"22,29"
"14500,0",0.054000000000000006,"22,83"
"15000,0",0.039,"23,37"
"15500,0",0.03,"23,91"
"16000,0",0.02,"24,39"
"16500,0",0.015,"24,9"
"17000,0",0.02,"25,35"
"17500,0",0.039,"25,82"
"18000,0",0.059,"26,3"
"18500,0",0.08399999999999999,"26,78"
"19000,0",0.094,"27,2"
"19500,0",0.094,"27,62"
"20000,0",0.074,"28,04"
"20500,0",0.054000000000000006,"28,46"
"21000,0",0.034999999999999996,"28,85"
"21500,0",0.025,"29,24"
"22000,0",0.02,"29,66"
"22500,0",0.025,"30,02"
"23000,0",0.034999999999999996,"30,41"
"23500,0",0.049,"30,74"
"24000,0",0.074,"31,1"
"24500,0",0.10400000000000001,"31,46"
"25000,0",0.128,"31,79"
"25500,0",0.143,"32,15"
"26000,0",0.143,"32,42"
"26500,0",0.133,"32,75"
"27000,0",0.10900000000000001,"33,07"
"27500,0",0.08399999999999999,"33,37"
"28000,0",0.059,"33,64"
"28500,0",0.044,"33,94"
"29000,0",0.03,"34,24"
"29500,0",0.025,"34,51"
"30000,0",0.02,"34,78"
"30500,0",0.025,"35,05"
"31000,0",0.034999999999999996,"35,29"
"31500,0",0.054000000000000006,"35,56"
"32000,0",0.064,"35,83"
"32500,0",0.089,"36,07"
"33000,0",0.11399999999999999,"36,28"
"33500,0",0.143,"36,52"
"34000,0",0.173,"36,73"
"34500,0",0.197,"36,97"
"35000,0",0.207,"37,21"
"35500,0",0.21200000000000002,"37,39"
"36000,0",0.202,"37,63"
"36500,0",0.183,"37,84"
"37000,0",0.158,"38,02"
"37500,0",0.133,"38,23"
"38000,0",0.10900000000000001,"38,41"
"38500,0",0.08399999999999999,"38,59"
"39000,0",0.06899999999999999,"38,77"
"39500,0",0.054000000000000006,"38,95"
"40000,0",0.039,"39,16"
"40500,0",0.034999999999999996,"39,34"
"41000,0",0.025,"39,49"
"41500,0",0.025,"39,67"
"42000,0",0.025,"39,82"
"42500,0",0.03,"40,0"
"43000,0",0.034999999999999996,"40,15"
"43500,0",0.044,"40,27"
"44000,0",0.059,"40,44"
"44500,0",0.079,"40,56"
"45000,0",0.094,"40,71"
"45500,0",0.118,"40,89"
"46000,0",0.13799999999999998,"40,98"
"46500,0",0.158,"41,13"
"47000,0",0.183,"41,28"
"47500,0",0.21200000000000002,"41,37"
"48000,0",0.23700000000000002,"41,52"
"48500,0",0.262,"41,64"
"49000,0",0.286,"41,79"
"49500,0",0.306,"41,88"
"50000,0",0.32599999999999996,"42,03"
"50500,0",0.33599999999999997,"42,12"
"51000,0",0.341,"42,24"
"51500,0",0.346,"42,36"
"52000,0",0.346,"42,45"
"52500,0",0.33599999999999997,"42,57"
"53000,0",0.32599999999999996,"42,66"
"53500,0",0.311,"42,78"
"54000,0",0.29100000000000004,"42,87"
"54500,0",0.271,"42,96"
"55000,0",0.252,"43,05"
"55500,0",0.23199999999999998,"43,17"
"56000,0",0.21200000000000002,"43,23"
"56500,0",0.192,"43,35"
"57000,0",0.173,"43,44"
"57500,0",0.153,"43,53"
"58000,0",0.13799999999999998,"43,62"
"58500,0",0.123,"43,68"
"59000,0",0.10900000000000001,"43,77"
"59500,0",0.099,"43,86"
"60000,0",0.089,"43,92"
"60500,0",0.079,"44,01"
"61000,0",0.06899999999999999,"44,07"
"61500,0",0.064,"44,13"
"62000,0",0.054000000000000006,"44,22"
"62500,0",0.054000000000000006,"44,28"
"63000,0",0.049,"44,37"
"63500,0",0.044,"44,4"
"64000,0",0.044,"44,49"
"64500,0",0.039,"44,55"
"65000,0",0.039,"44,61"
"65500,0",0.034999999999999996,"44,7"
"66000,0",0.039,"44,73"
"66500,0",0.039,"44,82"
"67000,0",0.039,"44,88"
"67500,0",0.039,"44,94"
"68000,0",0.044,"45,0"
"68500,0",0.044,"45,03"
